Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Cheng, MM; Foley, C",,,,"Cheng, Mingming; Foley, Carmel",,,Algorithmic management: The case of Airbnb,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,,,English,Article,,,,,,Algorithm; Airbnb; Sharing economy; Human Resource Management; Airbnb host,,"Algorithmic management is rapidly emerging as a strategic management tool in the digital economy; however, little is known of the outcomes of algorithmic management for users of the sharing economy platforms. With a focus on one of the most rapidly growing peer-to-peer platforms, this research investigates how Airbnb hosts have responded to and adapted to the algorithmic management strategies employed by Airbnb. Findings suggest that asymmetry of algorithmic information can increase Airbnb's power to influence and control Airbnb hosts' practices. Further, such information asymmetry can significantly hinder Airbnb hosts' sense of control. This study contributes to the emerging academic dialogue on the algorithmic management in tourism and hospitality and advances the academic research on the human resources aspect of the sharing economy.","[Cheng, Mingming] Curtin Univ, Curtin Business Sch, Sch Mkt, Bentley, WA, Australia; [Foley, Carmel] Univ Technol Sydney, Business Sch, Ultimo, NSW 2007, Australia",Curtin University; University of Technology Sydney,"Cheng, MM (corresponding author), Curtin Univ, Curtin Business Sch, Sch Mkt, Bentley, WA, Australia.",Mingming.cheng@curtin.edu.au; Carmel.foley@uts.edu.au,"Cheng, Mingming/AFP-1907-2022; Cheng, Mingming/ABD-8848-2021; Foley, Carmel/AAY-9038-2020","Cheng, Mingming/0000-0003-3706-3374; Foley, Carmel/0000-0002-8851-9119",,,,,16,46,49,19,156,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0278-4319,1873-4693,,INT J HOSP MANAG,Int. J. Hosp. Manag.,OCT,2019,83,,,,,,33,36,,10.1016/j.ijhm.2019.04.009,http://dx.doi.org/10.1016/j.ijhm.2019.04.009,,,4,"Hospitality, Leisure, Sport & Tourism",Social Science Citation Index (SSCI),Social Sciences - Other Topics,JK5MA,,Green Published,,,2024-04-26,WOS:000494886300006,View Full Record in Web of Science
J,"Androniceanu, A",,,,"Androniceanu, Armenia",,,"SOCIAL RESPONSIBILITY, AN ESSENTIAL STRATEGIC OPTION FOR A SUSTAINABLE DEVELOPMENT IN THE FIELD OF BIO-ECONOMY",AMFITEATRU ECONOMIC,,,English,Article,,,,,,corporate social responsibility (CSR); bio-economy; sustainable development; strategic interests,MANAGEMENT; PERFORMANCE; COMPETITIVENESS,"Globalization determines the economic environment to identify new development models that harmoniously integrate the modern digital economy with corporate social responsibility for sustainable development. The aim of the research was to discover the main ways to increase corporate social responsibility in Romanian organizations in 3 key sub-areas of bio-economy. We also sought to identify and analyze the implementation level of fundamental principles and values of corporate social responsibility, strategic priorities and methods used by Romanian companies in the target group to strengthen it. Another objective of the research was to develop a hierarchy of strategic (economic, social and environmental) interests of the top managers of the analyzed organizations, reflecting the new business philosophy. The research tools used were: an online questionnaire, a semistructured interview with general managers and document analysis, that is: 10 organizational strategies, 60 bi-annual reports on corporate social responsibility and 30 budget executions from the last three years of activity of the organizations involved in the research. The data obtained were correlated and processed in Excel and SPSS. The novelty of the research consists in taking a systemic approach, from a managerial point of view, of corporate social responsibility in the field of bio-economy being the first applied research of its kind on the segment of medium-sized companies from three representative sub -domains of Romanian bio-economy .","[Androniceanu, Armenia] Bucharest Univ Econ Studies, Bucharest, Romania",Bucharest University of Economic Studies,"Androniceanu, A (corresponding author), Bucharest Univ Econ Studies, Bucharest, Romania.",armenia.androniceanu@man.ase.ro,"Androniceanu, Armenia/AAC-4697-2020; Štofová, Lenka/AAF-3571-2021; Kuhnová, Lenka/IZD-8303-2023","Štofová, Lenka/0000-0002-1200-0441; Kuhnová, Lenka/0000-0002-1200-0441; Androniceanu, Armenia/0000-0001-7307-5597",,,,,55,46,46,2,37,EDITURA ASE,BUCURESTI,"PIATA ROMANA, NR 6, SECTOR 1, BUCURESTI, 701731, ROMANIA",1582-9146,2247-9104,,AMFITEATRU ECON,Amfiteatru Econ.,AUG,2019,21,52,,,,,503,519,,10.24818/EA/2019/52/503,http://dx.doi.org/10.24818/EA/2019/52/503,,,17,Business; Economics; Management,Social Science Citation Index (SSCI),Business & Economics,IM1CH,,"gold, Green Submitted",,,2024-04-26,WOS:000477725500002,View Full Record in Web of Science
J,"Dhar, V; Sundararajan, A",,,,"Dhar, Vasant; Sundararajan, Arun",,,Information technologies in business: A blueprint for education and research,INFORMATION SYSTEMS RESEARCH,,,English,Article,,,,,,IT strategy; corporate strategy; IT investment; education; electronic commerce; business transformation; disruptive technology; platform; business value; decision making; digital goods; network economics; social networks; MBA core,,"How are business schools thinking about developing leaders for the emerging digital economy? Is there a set of core principles we can apply to thinking about the enabling potential of information technologies and their consequences for business and society? We present a business-centric framework and a technologycentric framework that together form a blueprint for answering these questions. The business-centric framework articulates three compelling reasons why information technology (IT) matters in business: (1) IT continually transform industry and society, (2) executive decisions about IT investments, governance, and strategy are critical to organizational success, and (3) deriving value from increasingly available data trails defines effective decision making in the digital economy. However, our conversations with the leadership of 45 business schools and our subsequent data indicate that business schools are challenged by effectively trail-ling future executives to think about these reasons and act on them as part of a forward-looking program of business education that is grounded in stable concepts. In response, the technology-centric framework provides a set of grounding concepts and stable principles about IT that have emerged over the last four decades, and leads to a natural set of consequences that can inform thinking about IT in business. We illustrate how these complementary frameworks-business and technology-can be combined to frame an educational program by outlining a set of key questions, by placing these questions in the context suggested by our frameworks, and by providing guidelines toward answering them. These questions also define a natural path for future research about IT in business and society that will lead to stronger intellectual foundations for the field and define future education that is better grounded in concepts and theories that emerge from academic research.","NYU, Stern Sch Business, New York, NY 10012 USA",New York University,"Dhar, V (corresponding author), NYU, Stern Sch Business, New York, NY 10012 USA.",vdhar@stern.nyu.edu; asundara@stern.nyu.edu,,,,,,,39,46,59,7,119,INFORMS,CATONSVILLE,"5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, MD 21228 USA",1047-7047,1526-5536,,INFORM SYST RES,Inf. Syst. Res.,JUN,2007,18,2,,,,,125,141,,10.1287/isre.1070.0126,http://dx.doi.org/10.1287/isre.1070.0126,,,17,Information Science & Library Science; Management,Social Science Citation Index (SSCI),Information Science & Library Science; Business & Economics,199KL,,,,,2024-04-26,WOS:000248694600001,View Full Record in Web of Science
J,"Lor, PJ; Britz, JJ",,,,"Lor, Peter Johan; Britz, Johannes Jacobus",,,Is a knowledge society possible without freedom of access to information?,JOURNAL OF INFORMATION SCIENCE,,,English,Article,,,,,,knowledge society; information society; ethics; access to information; freedom of information; digital divide,,"Modern information and communication technologies (ICTs) are seen not only as allowing global economic activities and the sharing of knowledge, but also as favouring transparency and democracy by creating space and a public sphere for civil society. The internet, and in particular the world wide web, have proved a powerful tool in both the manipulation of economic activities and the mobilization of civil society. Much is made of the democratizing effect of ICTs in e-government. Yet there are governments that attempt to control in an authoritarian manner both who accesses the internet and what content may be accessed and used. The question arises whether an information society and, more critically, a knowledge society can develop in the absence of freedom of access to information, freedom of expression and freedom to access the digital economy. Against this broad background the authors put forward four pillars of a knowledge society: (a) ICTs and connectivity, (b) content and the usability thereof, (c) infrastructure other than ICTs, and (d) human capacity. They attempt to evaluate the effect of authoritarian governmental control of access and content on each of them. It is argued from an ethical perspective, and more specifically from a perspective of social justice that, while a technologically oriented concept of the information society may not be incompatible with severe state control, a more multi-dimensional knowledge society cannot develop under such circumstances. Freedom is fundamental to participation in a knowledge society. Purely pragmatic arguments lead to the same conclusion.","Int Fed Lib Assoc & Inst, NL-2509 CH The Hague, Netherlands; Univ Pretoria, Dept Informat Sci, ZA-0002 Pretoria, South Africa; Univ Wisconsin, Sch Informat Studies, Milwaukee, WI 53201 USA",University of Pretoria; University of Wisconsin System; University of Wisconsin Milwaukee,"Lor, PJ (corresponding author), Int Fed Lib Assoc & Inst, POB 95312, NL-2509 CH The Hague, Netherlands.",Peter.Lor@ifla.nl,,"Lor, Peter/0000-0001-6307-9068",,,,,31,46,66,0,51,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",0165-5515,,,J INF SCI,J. Inf. Sci.,,2007,33,4,,,,,387,397,,10.1177/0165551506075327,http://dx.doi.org/10.1177/0165551506075327,,,11,"Computer Science, Information Systems; Information Science & Library Science",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Computer Science; Information Science & Library Science,205YA,,,,,2024-04-26,WOS:000249149900001,View Full Record in Web of Science
J,"Kim, B; Barua, A; Whinston, AB",,,,"Kim, B; Barua, A; Whinston, AB",,,Virtual field experiments for a digital economy: a new research methodology for exploring an information economy,DECISION SUPPORT SYSTEMS,,,English,Article,,,,,,virtual field experiments (VFE); field experiments; laboratory experiments; digital economy; digital goods; research methodology; experimental digital economy (EDE),POSTED-OFFER; MARKETS; INSTITUTIONS; MONOPOLY,"Many researchers are concerned about the appropriateness of traditional research approaches and methodologies in the analysis of a digital economy. Using the Experimental Digital Economy (EDE), a new technology infrastructure that we have developed for a digital economy, we propose a new research methodology, a virtual field experiment, which makes it feasible and effective to test research hypotheses with the desired level of experimental controls and to probe successful business strategies in a real business world. Three summaries of research on a digital economy, like the efficiency of a digital market, the effectiveness of digital markets (posted-price markets and auctions), and the impact of quality certifications, address the implications of virtual field experiments. (C) 2002 Elsevier Science B.V. All rights reserved.","Univ Illinois, Dept Informat & Decis Sci, Chicago, IL 60607 USA; Univ Texas, MSIS Dept CBA 5 202, Austin, TX 78712 USA",University of Illinois System; University of Illinois Chicago; University of Illinois Chicago Hospital; University of Texas System; University of Texas Austin,"Kim, B (corresponding author), Univ Illinois, Dept Informat & Decis Sci, 601 S Morgan St MC294, Chicago, IL 60607 USA.",,,,,,,,42,46,49,42,207,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-9236,,,DECIS SUPPORT SYST,Decis. Support Syst.,JAN,2002,32,3,,,,,215,231,,10.1016/S0167-9236(01)00094-X,http://dx.doi.org/10.1016/S0167-9236(01)00094-X,,,17,"Computer Science, Artificial Intelligence; Computer Science, Information Systems; Operations Research & Management Science",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Computer Science; Operations Research & Management Science,511JX,,,,,2024-04-26,WOS:000173261700001,View Full Record in Web of Science
J,"León, LFA; Rosen, J",,,,"Alvarez Leon, Luis F.; Rosen, Jovanna",,,Technology as Ideology in Urban Governance,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,,,English,Article,,,,,,,SMART CITY; CITIES; POLITICS; THINKING,"This article argues that the turn toward smart cities, emphasizing solutions, services, and infrastructures driven by digital technologies, has reinforced a dominant ideology shaping urban decision making, frameworks, and outcomes. Two core dimensions of this ideology of technology in urban governance interact to consequentially reshape urban processes: (1) the priority of attracting high-technology industries as engines for urban economies and (2) the tendency to reframe urban problems into technological problems, to be addressed by technological solutions. Together, these mechanisms operate in conjunction to privilege technological needs, capacities, and priorities in urban governance, contributing to the widespread exclusion of people and problems beyond the scope of technology. Although not unprecedented, this ideology of technology has acquired renewed potency with neoliberalized urbanism, urban restructuring, and the ongoing information revolution. Furthermore, these changes intensify the ongoing transformation of cities (and space more generally) into digitized spaces tailored for capital accumulation in the context of digital and surveillance capitalism. To illustrate these dynamics, we briefly describe recent events in San Francisco, one of the key sites in the current techno-economic paradigm. Key Words: digital economy, ideology, smart cities, technology, urban governance.","[Alvarez Leon, Luis F.] Dartmouth Coll, Dept Geog, Hanover, NH 03755 USA; [Rosen, Jovanna] Univ Southern Calif, Sol Price Sch Publ Policy, Los Angeles, CA 90089 USA",Dartmouth College; University of Southern California,"León, LFA (corresponding author), Dartmouth Coll, Dept Geog, Hanover, NH 03755 USA.",Luis.F.Alvarez.Leon@dartmouth.edu; jovannar@price.usc.edu,,,,,,,63,45,51,5,42,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",2469-4452,2469-4460,,ANN AM ASSOC GEOGR,Ann. Am. Assoc. Geogr.,MAR 3,2020,110,2,,,SI,,497,506,,10.1080/24694452.2019.1660139,http://dx.doi.org/10.1080/24694452.2019.1660139,,OCT 2019,10,Geography,Social Science Citation Index (SSCI),Geography,KK8RS,,Green Submitted,,,2024-04-26,WOS:000490622500001,View Full Record in Web of Science
J,"Kunz, WH; Heinonen, K; Lemmink, JGAM",,,,"Kunz, Werner H.; Heinonen, Kristina; Lemmink, Jos G. A. M.",,,Future service technologies: is service research on track with business reality?,JOURNAL OF SERVICES MARKETING,,,English,Article,,,,,,Technology adoption; Leximancer; Digital; Self-service technology; Digital economy; Text-mining; Future,,"Purpose Service technologies are transforming the business landscape rapidly. This paper aims to explore the current scope of research in regard to emerging service technologies by comparing the content of articles in academic journals with practitioner-oriented publication outlets. Design/methodology/approach A total of 5,118 technology-related articles from service journals, service conferences, business journals and business magazines are analyzed. Text-mining on abstracts is used for the thematic and semantic analysis. Common research themes and their relationships are depicted in a two-dimensional structured network. Further, the sample is analyzed regarding various technologies mentioned in the Gartner Hype Cycle. Findings The paper reveals differences in academic and business perspectives in regard to service technologies. In comparison to business journals, scientific service research is more focused on customer-related aspects of technology. Service research has a less concrete focus on technology than in business publications. Still, service conference articles show a broader scope of emerging service technologies than academic journal articles. Originality/value This paper serves as an introduction to the special issue Future Service Technologies. Additionally, a quantitative study of recent service technology research serves as a reality check for academic researchers on business reality and provides research and practical recommendations.","[Kunz, Werner H.] Univ Massachusetts, Dept Mkt, Boston, MA 02125 USA; [Heinonen, Kristina] Hanken Sch Econ, Dept Mkt, Helsinki, Finland; [Lemmink, Jos G. A. M.] Maastricht Univ, Dept Mkt & Supply Chain Management, Maastricht, Netherlands",University of Massachusetts System; University of Massachusetts Boston; Hanken School of Economics; Maastricht University,"Heinonen, K (corresponding author), Hanken Sch Econ, Dept Mkt, Helsinki, Finland.",kristina.heinonen@hanken.fi,"Heinonen, Kristina/T-7373-2019","Heinonen, Kristina/0000-0002-3177-4776; Kunz, Werner/0000-0001-6264-183X",Fulbright Association; Hanken Support Foundation; Foundation for Economic Education,Fulbright Association; Hanken Support Foundation; Foundation for Economic Education,"The editors would like to thank Ruud Wetzels (Department of Marketing and Supply Chain Management, Maastricht University School of Business and Economics) for his assistance in collecting data and performing text mining analytics. They also want to thank the numerous anonymous reviewers for their valuable contribution to the special issue. Kristina Heinonen would like to acknowledge the support of the Fulbright Association, Hanken Support Foundation and Foundation for Economic Education.",,39,45,47,1,35,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0887-6045,,,J SERV MARK,J. Serv. Mark.,AUG 12,2019,33,4,,,SI,,479,487,,10.1108/JSM-01-2019-0039,http://dx.doi.org/10.1108/JSM-01-2019-0039,,,9,Business,Social Science Citation Index (SSCI),Business & Economics,IY6JO,,,,,2024-04-26,WOS:000486503000009,View Full Record in Web of Science
J,"Kolozali, S; Bermudez-Edo, M; FarajiDavar, N; Barnaghi, P; Gao, F; Ali, MI; Mileo, A; Fischer, M; Iggena, T; Kuemper, D; Tonjes, R",,,,"Kolozali, Sefki; Bermudez-Edo, Maria; FarajiDavar, Nazli; Barnaghi, Payam; Gao, Feng; Ali, Muhammad Intizar; Mileo, Alessandra; Fischer, Marten; Iggena, Thorben; Kuemper, Daniel; Tonjes, Ralf",,,"Observing the Pulse of a City: A Smart City Framework for Real-Time Discovery, Federation, and Aggregation of Data Streams",IEEE INTERNET OF THINGS JOURNAL,,,English,Article,,,,,,Complex event processing; Internet of Things (IoT); quality analysis; smart cities; time series analysis,SERVICE COMPOSITION; WEB; ENVIRONMENTS; INTERNET; QUALITY; THINGS,"An increasing number of cities are confronted with challenges resulting from the rapid urbanization and new demands that a rapidly growing digital economy imposes on current applications and information systems. Smart city applications enable city authorities to monitor, manage, and provide plans for public resources and infrastructures in city environments, while offering citizens and businesses to develop and use intelligent services in cities. However, providing such smart city applications gives rise to several issues, such as semantic heterogeneity and trustworthiness of data sources, and extracting up-to-date information in real time from large-scale dynamic data streams. In order to address these issues, we propose a novel framework with an efficient semantic data processing pipeline, allowing for real-time observation of the pulse of a city. The proposed framework enables efficient semantic integration of data streams, and complex event processing on top of real-time data aggregation and quality analysis in a semantic Web environment. To evaluate our system, we use real-time sensor observations that have been published via an open platform called Open Data Aarhus by the City of Aarhus. We examine the framework utilizing symbolic aggregate approximation to reduce the size of data streams, and perform quality analysis taking into account both single and multiple data streams. We also investigate the optimization of the semantic data discovery and integration based on the proposed stream quality analysis and data aggregation techniques.","[Kolozali, Sefki] Univ Essex, IADS, Sch Comp Sci & Elect Engn, Colchester CO4 3ZL, Essex, England; [Kolozali, Sefki] Kings Coll London, MRC PHE Ctr Environm & Hlth, London SE1 9NH, England; [Bermudez-Edo, Maria; FarajiDavar, Nazli; Barnaghi, Payam] Univ Surrey, Inst Commun Syst, Elect Engn Dept, Guildford GU2 7XH, Surrey, England; [Bermudez-Edo, Maria] Univ Granada, Sch Informat Technol & Telecommun, E-18014 Granada, Spain; [FarajiDavar, Nazli] Univ Oxford, Inst Biomed Engn, Oxford OX3 7DQ, England; [Gao, Feng; Ali, Muhammad Intizar] Natl Univ Ireland, Insight Ctr Data Analyt, Galway H91 TK33, Ireland; [Mileo, Alessandra] Dublin City Univ, Insight Ctr Data Analyt, Dublin D09 V209 9, Ireland; [Fischer, Marten; Iggena, Thorben; Kuemper, Daniel; Tonjes, Ralf] Univ Appl Sci Osnabruck, Fac Engn & Comp Sci, D-49074 Osnabruck, Germany",University of Essex; University of London; King's College London; University of Surrey; University of Granada; University of Oxford; Dublin City University,"Kolozali, S (corresponding author), Univ Essex, IADS, Sch Comp Sci & Elect Engn, Colchester CO4 3ZL, Essex, England.",sefki.kolozali@gmail.com,"Barnaghi, Payam/ABE-9236-2020; Ali, Muhammad Intizar/P-9424-2016; Bermudez-Edo, Maria/ABI-5680-2020; Bermudez-Edo, Maria/D-6228-2018; Mileo, Alessandra/K-7175-2015","Barnaghi, Payam/0000-0001-8591-9638; Bermudez-Edo, Maria/0000-0002-2028-4755; Kolozali, Sefki/0000-0001-9920-1299; Farajidavar, Nazli/0000-0003-4412-6900; Ali, Muhammad Intizar/0000-0002-0674-2131; Mileo, Alessandra/0000-0002-6614-6462; Iggena, Thorben/0000-0001-8309-5620",European Commission [609035]; European Commissions Horizon 2020 IoTCrawler [779852],European Commission(European Union (EU)European Commission Joint Research Centre); European Commissions Horizon 2020 IoTCrawler,"This work was supported in part by the European Commission's Seventh Framework Programme for the CityPulse Project under Grant 609035, and in part by the European Commissions Horizon 2020 IoTCrawler under Grant 779852.",,57,45,45,1,26,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",2327-4662,,,IEEE INTERNET THINGS,IEEE Internet Things J.,APR,2019,6,2,,,,,2651,2668,,10.1109/JIOT.2018.2872606,http://dx.doi.org/10.1109/JIOT.2018.2872606,,,18,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering; Telecommunications,HX7DP,,"Green Submitted, Green Accepted",,,2024-04-26,WOS:000467564700117,View Full Record in Web of Science
J,"Alam, K; Erdiaw-Kwasie, MO; Shahiduzzaman, M; Ryan, B",,,,"Alam, Khorshed; Erdiaw-Kwasie, Michael Odei; Shahiduzzaman, Md; Ryan, Barbara",,,Assessing regional digital competence: Digital futures and strategic planning implications,JOURNAL OF RURAL STUDIES,,,English,Article,,,,,,Strategic planning; Digital futures; Digital competence; Digital adoption; Southern Downs Region; SWOT analysis,USER ACCEPTANCE; INTERNET SKILLS; SWOT ANALYSIS; TECHNOLOGY; ADOPTION; MODEL; ORIENTATION; DIVIDE; PEOPLE; OPPORTUNITIES,"Understanding strategic decisions aimed at addressing regional economic issues is of increasing interest among scholars and policy makers today. However, studies that proffer effective strategies to address digital futures concerns from social and policy perspectives are timely. In light of this, this research uses strengths, weaknesses, opportunities and threats (SWOT) analysis tool to frame a regional strategy for digital futures to enhance placespecific digital connectivity and socio-economic progress. Focus group discussions and a structured questionnaire were conducted to examine a SWOT for a digital economy strategy in the Southern Downs Region in Queensland, Australia. The findings show that while the proposed regional strategies for digital futures are susceptible to internal and external forces, strategic planning makes them manageable. The study's findings also reveal that adaptive strategic planning can help regulate the effects of internal and external factors that shape individual and organizational responses to digital transformation, and that these factors promote regional competitiveness.","[Alam, Khorshed; Erdiaw-Kwasie, Michael Odei] Univ Southern Queensland, Sch Commerce, Toowoomba, Qld 4350, Australia; [Alam, Khorshed; Erdiaw-Kwasie, Michael Odei] Univ Southern Queensland, Inst Resilient Reg, Toowoomba, Qld 4350, Australia; [Shahiduzzaman, Md] Queensland Univ Technol, Chair Digital Econ, Brisbane, Qld 4000, Australia; [Shahiduzzaman, Md] Queensland Univ Technol, Sch Management, Brisbane, Qld 4000, Australia; [Ryan, Barbara] Univ Southern Queensland, Sch Arts & Commun, Toowoomba, Qld 4350, Australia",University of Southern Queensland; University of Southern Queensland; Queensland University of Technology (QUT); Queensland University of Technology (QUT); University of Southern Queensland,"Alam, K (corresponding author), Univ Southern Queensland, Sch Commerce, Toowoomba, Qld 4350, Australia.",khorshed.alam@usq.edu.au,"Shahiduzzaman, Md/JHT-6464-2023","Alam, Khorshed/0000-0003-2232-0745; erdiaw-kwasie, michael odei/0000-0003-1775-8013; Ryan, Barbara/0000-0002-3338-8887",Southern Downs Regional Council,Southern Downs Regional Council,"The authors would like to thank the Editor and anonymous reviewers for their helpful and constructive comments that greatly contributed to improving the final version of the paper. This research received partial financial support from the Southern Downs Regional Council, which is gratefully acknowledged by the first author of the paper.",,75,45,49,11,83,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0743-0167,1873-1392,,J RURAL STUD,J. Rural Stud.,MAY,2018,60,,,,,,60,69,,10.1016/j.jrurstud.2018.02.009,http://dx.doi.org/10.1016/j.jrurstud.2018.02.009,,,10,Geography; Regional & Urban Planning,Social Science Citation Index (SSCI),Geography; Public Administration,GG5UV,,Green Accepted,,,2024-04-26,WOS:000432762100007,View Full Record in Web of Science
J,"Tan, KH; Ji, GJ; Lim, CP; Tseng, ML",,,,"Tan, Kim Hua; Ji, Guojun; Lim, Chee Peng; Tseng, Ming-Lang",,,Using big data to make better decisions in the digital economy,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,,,English,Editorial Material,,,,,,,,,"[Tan, Kim Hua] Univ Nottingham, Business Sch, Nottingham, England; [Ji, Guojun] Xiamen Univ, Sch Management, Fujian, Peoples R China; [Lim, Chee Peng] Deakin Univ, Inst Intelligent Syst Res & Innovat, Geelong, Vic, Australia; [Tseng, Ming-Lang] Lunghwa Univ Sci & Technol, Dept Business Adm, Taipei, Taiwan",University of Nottingham; Xiamen University; Deakin University,"Tan, KH (corresponding author), Univ Nottingham, Business Sch, Nottingham, England.",,"Tan, Kim H/E-7735-2010; Lim, Chee Peng/AAS-4698-2021; Lim, CP/D-1999-2009; Tseng, Ming Lang/M-9051-2014","Lim, CP/0000-0003-4191-9083; Tan, Kim Hua/0000-0003-4894-293X; Tseng, Ming Lang/0000-0002-2702-3590",,,,,8,45,49,6,67,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",0020-7543,1366-588X,,INT J PROD RES,Int. J. Prod. Res.,,2017,55,17,,,,,4998,5000,,10.1080/00207543.2017.1331051,http://dx.doi.org/10.1080/00207543.2017.1331051,,,3,"Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Operations Research & Management Science,EZ4GL,,"Green Published, Bronze",,,2024-04-26,WOS:000404671500011,View Full Record in Web of Science
J,"Narahari, Y; Raju, CVL; Ravikumar, K; Shah, S",,,,"Narahari, Y; Raju, CVL; Ravikumar, K; Shah, S",,,Dynamic pricing models for electronic business,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,,,English,Article,,,,,,dynamic pricing; shopbots; pricebots; inventory-based models; data-driven models; reinforcement learning,REVENUE MANAGEMENT; AUCTIONS; EQUILIBRIUM; INTERNET,"Dynamic pricing is the dynamic adjustment of prices to consumers depending upon the value these customers attribute to a product or service. Today's digital economy is ready for dynamic pricing; however recent research has shown that the prices will have to be adjusted in fairly sophisticated ways, based on sound mathematical models, to derive the benefits of dynamic pricing. This article attempts to survey different models that have been used in dynamic pricing. We first motivate dynamic pricing and present underlying concepts, with several examples, and explain conditions under which dynamic pricing is likely to succeed. We then bring out the role of models in computing dynamic prices. The models surveyed include inventory-based models, data-driven models, auctions, and machine learning. We present a detailed example of an e-business market to show the use of reinforcement learning in dynamic pricing.","Indian Inst Sci, Bangalore 560012, Karnataka, India; Gen Motors India Sci Lab, Bangalore 560066, Karnataka, India; Birla Inst Technol & Sci, Dept Comp Sci, Pilani 333031, Rajasthan, India",Indian Institute of Science (IISC) - Bangalore; General Motors; Birla Institute of Technology & Science Pilani (BITS Pilani),"Indian Inst Sci, Bangalore 560012, Karnataka, India.",hari@csa.iisc.ernet.in; V.L.Chinthalapati@lse.ac.uk; ravikumar.karumanchi@gm.com,,,,,,,86,45,55,3,66,SPRINGER INDIA,NEW DELHI,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, 110 001, INDIA",0256-2499,0973-7677,,SADHANA-ACAD P ENG S,Sadhana-Acad. Proc. Eng. Sci.,APR-JUN,2005,30,,2-3,,,,231,256,,10.1007/BF02706246,http://dx.doi.org/10.1007/BF02706246,,,26,"Engineering, Multidisciplinary",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Engineering,947SM,,"Green Accepted, Green Submitted",,,2024-04-26,WOS:000230666600008,View Full Record in Web of Science
